index,周次,星期,角色,模块,模块形成任务,主日统领主题,本日主题,经文出处,每日门训正文,和合本经文全文,门训步骤,思考入口,思考引导,生活导向,经文关键词（候选）,选择区目标,今日操练,七日总结/宣告,内容状态,备注
95,14,周四,关系实践,模块2｜跟随基督,从认识进入回应、操练与跟随,从复活到差遣,周四关系,徒4：23-31,今天观察自己怎样对待别人，也让经文重新整理这种关系。读 使徒行传 4:23-31，围绕“想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？”作一个具体决定。找一个人，主动走近一步；可以是一句话、一次倾听、一次帮助或一次代祷。真实关系中的小小顺服，就是门徒训练的一部分。,,关系｜把跟随放进真实的人际关系,今天哪个关系最需要让我实践“与一两个肢体同心祷告”？,想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？,今天让“与一两个肢体同心祷告”发生在一个真实关系里，而不是停留在个人感受中。,从复活到差遣｜周四关系｜今天你可以与｜谁同心合意祷,我在关系中的状态｜愿意主动｜想保持距离｜正在修复｜不知道怎么开口,今天选定一位具体的人，用一个可见动作实践“与一两个肢体同心祷告”：主动联系、倾听、帮助、道歉、分享或代祷，六选一。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
96,14,周五,行动承诺,模块2｜跟随基督,从认识进入回应、操练与跟随,从复活到差遣,周五行动,约20：21,今天来到回应与承担。读 约翰福音 20:21，问自己：用实际行动回应主的差遣。。把信仰从个人感受带向一个具体的人、一项责任或一个见证行动。不要追求被看见，只求忠心。完成之后写下发生了什么，让你自己的行动成为一个可以被回顾、也可以被分享的见证。,,回应｜从跟随走向见证与承担,如果我真的相信“把被差遣落实到今天的一个人或场景”，今天会有什么不同？,把信仰从个人感受带向承担：选择一个人、一个场景或一项责任，用实际行动回应主的差遣。,今天让别人能够从我的一个真实行动，看见“把被差遣落实到今天的一个人或场景”正在改变我。,从复活到差遣｜周五行动｜今天你如何被｜差遣,我的回应状态｜已经确定一步｜正在寻找机会｜有惧怕｜需要同伴同行,今天把“把被差遣落实到今天的一个人或场景”带到一个真实的承担中：完成一次见证、服事、给予、修复关系或承担责任，并记录发生了什么。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
97,14,周六,轻回顾,模块2｜跟随基督,从认识进入回应、操练与跟随,从复活到差遣,回顾本周：从复活到差遣,诗23：1-6,读 诗篇 23:1-6，安静回看这七天的经历：哪些地方有顺服，哪些地方仍在挣扎，哪里看见神的带领？特别思考“不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？”。今天把本周浓缩成“一个看见、一个行动、一个下一步”，让回顾成为继续跟随的桥梁。,,回顾｜看见本周发生了什么，并确定下一步,回头看七天，我在哪里真实经历了“回顾平安是否推动了行动”？,不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？,今天从经历而不是感觉回顾“回顾平安是否推动了行动”，辨认神的工作与下一步。,回顾本周｜从复活到差遣｜这周你经历最｜多的是什么,本周最接近我的状态｜有真实改变｜有看见但未落实｜正在挣扎｜准备重新开始,今天用10分钟完成本周回顾：写下“神让我看见什么／我实际做了什么／下一步继续什么”，并把下一步写成一个下周可执行的动作。,本周总结｜主题“从复活到差遣”。回顾“接受复活主带来的平安—回顾平安是否推动了行动”：神让我看见______；我实际回应了______；下一步我要继续______。｜宣告：主仍在带领我，我愿继续跟随。,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
98,15,主日,主日信息入口,模块2｜跟随基督,从认识进入回应、操练与跟随,知行合一,知行合一,太7：1-29,今天把经文放在心里，也把自己放在经文面前。读 马太福音 7:1-29，围绕“知行合一”安静片刻，思想：而是行道。留意主怎样带你从认识走向跟随。。主日不是结束，而是进入本周门训的起点。今天选定一个具体场景，提醒自己在这一周继续回来面对这个主题。,,进入｜从主日信息进入本周,本周，我最需要面对的是：“不只听道，而是行道”,先不急着回答，把主日经文放进你的生活：不只听道，而是行道。留意主怎样带你从认识走向跟随。,本周不追求抽象改变，只在一个真实生活场景中练习“不只听道，而是行道”。,知行合一｜今天最触动你｜的是什么｜听见,今天最触动我的状态｜很有共鸣｜有一点挣扎｜还不清楚｜愿意开始,用3分钟写下本周回应：“主啊，在不只听道，而是行道上，我愿意跟随你。”再选定一个本周每天都可以提醒自己的具体场景。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
99,15,周一,拓宽眼界,模块2｜跟随基督,从认识进入回应、操练与跟随,知行合一,周一默想,雅1：19-25,今天先学习看见。读 雅各书 1:19-25，不要急着批评或解决问题，留意经文让你看见什么：再问自己：我今天在哪里正在经历同样的事？（经文：知行合一 · 周一默想）。再回到自己的生活，观察一个真实反应、选择或习惯。门徒不是先表现得正确，而是先在神的光中看清楚自己。把今天看见的一件事记下来，作为后面回应的起点。,,看见｜先看见经文与自己的处境,经文怎样让我看见“把听见与行出来的落差看清楚”？,先观察经文中的人物、行动和张力，再问自己：我今天在哪里正在经历同样的事？（经文：知行合一 · 周一默想）,今天先看见，不急着改变；留意“把听见与行出来的落差看清楚”在我的选择、情绪或习惯中如何出现。,知行合一｜周一默想｜你是｜单单听道,今天我的状态｜已经看见｜有些模糊｜容易忽略｜愿意留意,今天选一个固定场景（通勤、工作、吃饭或睡前），停下来1分钟，记录一次“把听见与行出来的落差看清楚”在自己身上的真实表现。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
100,15,周二,深入省察,模块2｜跟随基督,从认识进入回应、操练与跟随,知行合一,周二省察,罗2：17-24,今天给自己几分钟安静。读 罗马书 2:17-24，把经文所揭开的张力带回心里：不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。。问自己，我在什么地方正在重复同样的模式？不必马上找到解决方案，只需要说真话，并用一句简单的祷告把这份真实交给主。,,省察｜先面对里面真实的反应,我为什么会在“辨认只评价别人却不改自己的倾向”上有这样的反应？,不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。,今天诚实面对一个关于“辨认只评价别人却不改自己的倾向”的内在反应，不用属灵话语遮盖它。,知行合一｜周二省察｜你是否｜能说不能行,我最接近的状态｜愿意面对｜有点抗拒｜容易解释自己｜需要别人陪伴,今天安静5分钟，不为自己辩解，只写下“辨认只评价别人却不改自己的倾向”引出的一个惧怕、欲望或惯性，然后用一句祷告交给主。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
101,15,周三,生活应用,模块2｜跟随基督,从认识进入回应、操练与跟随,知行合一,周三应用,路6：46-49,不要等到条件完美才回应经文。读 路加福音 6:46-49，找出一个可以立即开始的动作，回应“不要追求大改变，只走清楚的一步。”。今天只走一步，但要真的走。行动之后，用一分钟回顾结果，让经验成为下一次跟随的依据。,,行动｜把经文落到一个今天能做的选择,今天我可以怎样把“让主的话进入一个具体决定”做出来？,把原则缩小到今天：一个时间点、一个决定、一个动作就够。不要追求大改变，只走清楚的一步。,今天把“让主的话进入一个具体决定”放进一个具体决定，用一个小行动回应经文。,知行合一｜周三应用｜你今天需要在｜哪件,我的行动准备度｜现在就能做｜需要一点计划｜需要别人提醒｜暂时还没想到,今天安排一个明确时间点，把“让主的话进入一个具体决定”变成一个10分钟以内的行动，并在完成后记下一个结果。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
102,15,周四,关系实践,模块2｜跟随基督,从认识进入回应、操练与跟随,知行合一,周四关系,约一3：16-18,今天把跟随带进一个人的名字。读 约翰一书 3:16-18，思想：想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？。想起一段真实关系，不停留在“我要更有爱心”的想法，而是决定一个看得见的动作：认真倾听、主动帮助、道歉、感谢、分享或代祷。让今天的经文通过你的关系被活出来。,,关系｜把跟随放进真实的人际关系,今天哪个关系最需要让我实践“用实际的爱回应一个人的需要”？,想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？,今天让“用实际的爱回应一个人的需要”发生在一个真实关系里，而不是停留在个人感受中。,知行合一｜周四关系｜今天你可以如｜相爱,我在关系中的状态｜愿意主动｜想保持距离｜正在修复｜不知道怎么开口,今天选定一位具体的人，用一个可见动作实践“用实际的爱回应一个人的需要”：主动联系、倾听、帮助、道歉、分享或代祷，六选一。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
103,15,周五,行动承诺,模块2｜跟随基督,从认识进入回应、操练与跟随,知行合一,周五行动,太7：21-23,今天的重点不是再多懂一点，而是愿意承担一步。读 马太福音 7:21-23，把“用实际行动回应主的差遣。”落实到现实生活。可以是一次服事、一次给予、一次修复关系、一次见证或一次责任。先忠心完成今天能做的，然后在神面前感谢祂的带领。,,回应｜从跟随走向见证与承担,如果我真的相信“选择顺服而不是属灵外表”，今天会有什么不同？,把信仰从个人感受带向承担：选择一个人、一个场景或一项责任，用实际行动回应主的差遣。,今天让别人能够从我的一个真实行动，看见“选择顺服而不是属灵外表”正在改变我。,知行合一｜周五行动｜今天你可以如｜遵行天父旨意,我的回应状态｜已经确定一步｜正在寻找机会｜有惧怕｜需要同伴同行,今天把“选择顺服而不是属灵外表”带到一个真实的承担中：完成一次见证、服事、给予、修复关系或承担责任，并记录发生了什么。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
104,15,周六,轻回顾,模块2｜跟随基督,从认识进入回应、操练与跟随,知行合一,回顾本周：知行合一,诗23：1-6,回顾不是给自己打分，而是辨认神怎样工作。今天读 诗篇 23:1-6，整理你这一周在“不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？”上的经历。感谢已经发生的，也承认还没有改变的。最后写下一句本周总结，并确定一个可以带进下一周的小小行动。,,回顾｜看见本周发生了什么，并确定下一步,回头看七天，我在哪里真实经历了“回顾一件真正行出来的事”？,不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？,今天从经历而不是感觉回顾“回顾一件真正行出来的事”，辨认神的工作与下一步。,回顾本周｜知行合一｜这周你经历最｜多的是什么,本周最接近我的状态｜有真实改变｜有看见但未落实｜正在挣扎｜准备重新开始,今天用10分钟完成本周回顾：写下“神让我看见什么／我实际做了什么／下一步继续什么”，并把下一步写成一个下周可执行的动作。,本周总结｜主题“知行合一”。回顾“不只听道，而是行道—回顾一件真正行出来的事”：神让我看见______；我实际回应了______；下一步我要继续______。｜宣告：主仍在带领我，我愿继续跟随。,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
105,16,主日,主日信息入口,模块2｜跟随基督,从认识进入回应、操练与跟随,住在基督里,住在基督里,约15：1-8,今天先慢下来。读 约翰福音 15:1-8，让“住在基督里”成为这一周共同的入口。不要急着把主日信息变成更多知识，先问：留意主怎样带你从认识走向跟随。。把这个问题放进你真实的生活，找出一个本周愿意跟随主的场景。主日的领受要进入一周的生活，才会成为门徒的道路。,,进入｜从主日信息进入本周,本周，我最需要面对的是：“住在基督里而结果子”,先不急着回答，把主日经文放进你的生活：住在基督里而结果子。留意主怎样带你从认识走向跟随。,本周不追求抽象改变，只在一个真实生活场景中练习“住在基督里而结果子”。,住在基督里｜今天最触动你｜的是什么｜枝子,今天最触动我的状态｜很有共鸣｜有一点挣扎｜还不清楚｜愿意开始,用3分钟写下本周回应：“主啊，在住在基督里而结果子上，我愿意跟随你。”再选定一个本周每天都可以提醒自己的具体场景。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
106,16,周一,拓宽眼界,模块2｜跟随基督,从认识进入回应、操练与跟随,住在基督里,周一默想,诗91：1-6,读 诗篇 91:1-6 时，先把注意力放在经文的人、行动和张力上。今天特别思想：再问自己：我今天在哪里正在经历同样的事？（经文：住在基督里 · 周一默想）。然后问自己，这件事在我的生活里有没有类似的位置？不要急着改变，先诚实记录一次。能够看见，是让神的话从纸面进入生命的第一步。,,看见｜先看见经文与自己的处境,经文怎样让我看见“辨认自己靠自己运行的习惯”？,先观察经文中的人物、行动和张力，再问自己：我今天在哪里正在经历同样的事？（经文：住在基督里 · 周一默想）,今天先看见，不急着改变；留意“辨认自己靠自己运行的习惯”在我的选择、情绪或习惯中如何出现。,住在基督里｜周一默想｜在基督里｜住在至高者隐,今天我的状态｜已经看见｜有些模糊｜容易忽略｜愿意留意,今天选一个固定场景（通勤、工作、吃饭或睡前），停下来1分钟，记录一次“辨认自己靠自己运行的习惯”在自己身上的真实表现。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
107,16,周二,深入省察,模块2｜跟随基督,从认识进入回应、操练与跟随,住在基督里,周二省察,约15：4-5,门徒训练不仅改变行为，也改变里面的动机。读 约翰福音 15:4-5，认真面对“不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。”。当你察觉到防卫、焦虑、比较或自我保护时，不要赶快掩盖。把那个最真实的反应写下来，求主带你从看见走向悔改与信靠。,,省察｜先面对里面真实的反应,我为什么会在“面对离开主就失去力量的事实”上有这样的反应？,不要先批评自己，也不要替自己辩护；诚实辨认背后的欲望、惧怕、骄傲或不信，并把它带到主面前。,今天诚实面对一个关于“面对离开主就失去力量的事实”的内在反应，不用属灵话语遮盖它。,住在基督里｜周二省察｜有什么使你｜离了基督,我最接近的状态｜愿意面对｜有点抗拒｜容易解释自己｜需要别人陪伴,今天安静5分钟，不为自己辩解，只写下“面对离开主就失去力量的事实”引出的一个惧怕、欲望或惯性，然后用一句祷告交给主。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
108,16,周三,生活应用,模块2｜跟随基督,从认识进入回应、操练与跟随,住在基督里,周三应用,西2：6-7,今天把经文缩小成一个选择。读 歌罗西书 2:6-7，问自己：不要追求大改变，只走清楚的一步。。不要设计一个很大的计划，只找一个今天能完成的小行动。门徒的成长常常发生在普通时间、普通决定和普通责任里。选定时间点去做，完成后再回看它带来了什么改变。,,行动｜把经文落到一个今天能做的选择,今天我可以怎样把“在一个日常节奏中主动连于主”做出来？,把原则缩小到今天：一个时间点、一个决定、一个动作就够。不要追求大改变，只走清楚的一步。,今天把“在一个日常节奏中主动连于主”放进一个具体决定，用一个小行动回应经文。,住在基督里｜周三应用｜今天你如何在｜生根建造,我的行动准备度｜现在就能做｜需要一点计划｜需要别人提醒｜暂时还没想到,今天安排一个明确时间点，把“在一个日常节奏中主动连于主”变成一个10分钟以内的行动，并在完成后记下一个结果。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
109,16,周四,关系实践,模块2｜跟随基督,从认识进入回应、操练与跟随,住在基督里,周四关系,约15：12-17,门徒生命一定会影响人与人的相处。读 约翰福音 15:12-17，问自己：想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？。选一个具体的人，少一点自我证明，多一点靠近与承担。你今天不需要解决这段关系的全部问题，只需要完成一个真实而善意的动作，并留意自己的心发生了什么。,,关系｜把跟随放进真实的人际关系,今天哪个关系最需要让我实践“用爱和联系维持门徒关系”？,想起一个具体的人，不停留在抽象的“爱人”；问自己：我可以听什么、说什么、给什么、承担什么？,今天让“用爱和联系维持门徒关系”发生在一个真实关系里，而不是停留在个人感受中。,住在基督里｜周四关系｜今天你如何｜彼此相爱,我在关系中的状态｜愿意主动｜想保持距离｜正在修复｜不知道怎么开口,今天选定一位具体的人，用一个可见动作实践“用爱和联系维持门徒关系”：主动联系、倾听、帮助、道歉、分享或代祷，六选一。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
110,16,周五,行动承诺,模块2｜跟随基督,从认识进入回应、操练与跟随,住在基督里,周五行动,约一2：3-6,回应就是把领受交在行动里。读 约翰一书 2:3-6，思想“用实际行动回应主的差遣。”对今天意味着什么。选择一个具体行动，并为它安排明确的时间。做完不要急着评估自己，而是回头看：我是否更愿意跟随？神又让我看见了什么？,,回应｜从跟随走向见证与承担,如果我真的相信“用顺服检验是否真的住在主里”，今天会有什么不同？,把信仰从个人感受带向承担：选择一个人、一个场景或一项责任，用实际行动回应主的差遣。,今天让别人能够从我的一个真实行动，看见“用顺服检验是否真的住在主里”正在改变我。,住在基督里｜周五行动｜今天你如何｜在祂里面行,我的回应状态｜已经确定一步｜正在寻找机会｜有惧怕｜需要同伴同行,今天把“用顺服检验是否真的住在主里”带到一个真实的承担中：完成一次见证、服事、给予、修复关系或承担责任，并记录发生了什么。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
111,16,周六,轻回顾,模块2｜跟随基督,从认识进入回应、操练与跟随,住在基督里,回顾本周：住在基督里,诗23：1-6,今天是回顾的一天。读 诗篇 23:1-6，回头看这一周，特别整理：不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？。不要只问“我做得好不好”，而要问三件事：神让我看见什么？我实际做了什么？下一步要继续什么？把一个真实学习写下来，再把下一步写成下周可以执行的动作。,,回顾｜看见本周发生了什么，并确定下一步,回头看七天，我在哪里真实经历了“回顾本周哪些事情来自与主连接”？,不要只评价自己“做得好不好”，而是辨认：神让我看见了什么？我实际做了什么？下一步要继续什么？,今天从经历而不是感觉回顾“回顾本周哪些事情来自与主连接”，辨认神的工作与下一步。,回顾本周｜住在基督里｜这周你经历最｜多的是什么,本周最接近我的状态｜有真实改变｜有看见但未落实｜正在挣扎｜准备重新开始,今天用10分钟完成本周回顾：写下“神让我看见什么／我实际做了什么／下一步继续什么”，并把下一步写成一个下周可执行的动作。,本周总结｜主题“住在基督里”。回顾“住在基督里而结果子—回顾本周哪些事情来自与主连接”：神让我看见______；我实际回应了______；下一步我要继续______。｜宣告：主仍在带领我，我愿继续跟随。,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
112,17,主日,主日信息入口,模块2｜跟随基督,从认识进入回应、操练与跟随,住在爱里,住在爱里,约15：9-17,今天是新一周的起点。读 约翰福音 15:9-17，先观察经文如何把我们带到“住在爱里”。留意主怎样带你从认识走向跟随。。不要要求自己一次改变很多，只需要认出一个最真实的回应方向，并为接下来的六天留下一个可以反复操练的生活位置。,,进入｜从主日信息进入本周,本周，我最需要面对的是：“住在基督的爱里”,先不急着回答，把主日经文放进你的生活：住在基督的爱里。留意主怎样带你从认识走向跟随。,本周不追求抽象改变，只在一个真实生活场景中练习“住在基督的爱里”。,住在爱里｜今天最触动你｜的是什么｜命令,今天最触动我的状态｜很有共鸣｜有一点挣扎｜还不清楚｜愿意开始,用3分钟写下本周回应：“主啊，在住在基督的爱里上，我愿意跟随你。”再选定一个本周每天都可以提醒自己的具体场景。,,V1.1｜第9–52周逐周具体内容已补全｜依据冻结版主题、每日经文与第1–8周确认的门训规则,本轮为内容制作稿；经文出处沿用冻结版，和合本全文与候选关键词仍须逐段核验。
113,17,周一,拓宽眼界,模块2｜跟随基督,从认识进入回应、操练与跟随,住在爱里,周一默想,林前13：1-7,今天不急着得到“正确答案”，而是练习观察。读 哥林多前书 13:1-7，留意“再问自己：我今天在哪里正在经历同样的事？（经文：住在爱里 · 周一默想）”怎样显现在经文里，也怎样可能出现在你今天的生活中。选择一个固定场景停一分钟，看见自己真实的反应，并把它带到主面前。,,看见｜先看见经文与自己的处境,经文怎样让我看见“让爱的标准超过情绪”？,先观察经文中的人物、行动和张力，再问自己：我今天在哪里正在经历同样的事？（经文：住在爱里 · 周一默想）,今天先看见，不急着改变；留意“让爱的标准
